canonical_dag_hash,graph_key,dag_text,tools,edges,tool_count,edge_count,read_count,edit_count,orchestrate_count,action_label,included_primary,source_files,declared_splits
f6232f5988b9e070,027db2fe4cf4e952,"scan_system_for_malware -> read_access_logs, scan_system_for_malware -> read_user_profile, scan_system_for_malware -> route_task_by_condition, scan_system_for_malware -> write_database_record",scan_system_for_malware;read_user_profile;write_database_record;route_task_by_condition;read_access_logs,0->1;0->2;0->3;0->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
8c199c55425a5901,e588ababc54c1179,"read_access_logs -> route_task_by_condition, read_user_profile -> write_database_record, scan_system_for_malware -> read_user_profile, write_database_record -> route_task_by_condition",scan_system_for_malware;read_user_profile;write_database_record;route_task_by_condition;read_access_logs,0->1;1->2;2->3;4->3,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
35ef73e1546a9135,7ac1832e41e7336e,"check_service_status -> scan_system_for_malware, read_subscription_status -> dispatch_message_to_usergroup, scan_system_for_malware -> read_subscription_status, write_database_record -> check_service_status",write_database_record;check_service_status;scan_system_for_malware;read_subscription_status;dispatch_message_to_usergroup,0->1;1->2;2->3;3->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
f45fc78888823473,9b635b1cc846008d,"check_service_status -> scan_system_for_malware, scan_system_for_malware -> dispatch_message_to_usergroup, scan_system_for_malware -> read_subscription_status, write_database_record -> scan_system_for_malware",write_database_record;check_service_status;scan_system_for_malware;read_subscription_status;dispatch_message_to_usergroup,0->2;1->2;2->3;2->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
17981dc2634b159f,e98f96994b783366,"check_service_status -> dispatch_message_to_usergroup, read_subscription_status -> dispatch_message_to_usergroup, scan_system_for_malware -> read_subscription_status, write_database_record -> check_service_status",write_database_record;check_service_status;scan_system_for_malware;read_subscription_status;dispatch_message_to_usergroup,0->1;1->4;2->3;3->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
1e08b61cc672448f,c0192b6b08a8eced,"read_subscription_status -> dispatch_message_to_usergroup, write_database_record -> check_service_status, write_database_record -> read_subscription_status, write_database_record -> scan_system_for_malware",write_database_record;check_service_status;scan_system_for_malware;read_subscription_status;dispatch_message_to_usergroup,0->1;0->2;0->3;3->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
f4a067659e499862,35b3b5ab12a7ad7c,"write_database_record -> check_service_status, write_database_record -> dispatch_message_to_usergroup, write_database_record -> read_subscription_status, write_database_record -> scan_system_for_malware",write_database_record;check_service_status;scan_system_for_malware;read_subscription_status;dispatch_message_to_usergroup,0->1;0->2;0->3;0->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
9ffc5ba125b8946b,fde36cf0310e1a6d,"check_service_status -> scan_system_for_malware, dispatch_message_to_usergroup -> read_subscription_status, scan_system_for_malware -> read_subscription_status, write_database_record -> check_service_status",write_database_record;check_service_status;scan_system_for_malware;read_subscription_status;dispatch_message_to_usergroup,0->1;1->2;2->3;4->3,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
440618f432e79738,c5a1b7682eef56ea,"create_support_ticket -> route_task_by_condition, read_subscription_status -> update_subscription_plan, route_task_by_condition -> reset_user_password, update_subscription_plan -> create_support_ticket",read_subscription_status;update_subscription_plan;create_support_ticket;route_task_by_condition;reset_user_password,0->1;1->2;2->3;3->4,5,4,1,3,1,edit,True,candidate_corpus.csv,candidate_only
4437c098ccc4abd7,858efb385ebf96fe,"create_support_ticket -> reset_user_password, create_support_ticket -> route_task_by_condition, read_subscription_status -> create_support_ticket, update_subscription_plan -> create_support_ticket",read_subscription_status;update_subscription_plan;create_support_ticket;route_task_by_condition;reset_user_password,0->2;1->2;2->3;2->4,5,4,1,3,1,edit,True,candidate_corpus.csv,candidate_only
39013b3d03dc65b1,15838a13d09656fa,"create_support_ticket -> route_task_by_condition, read_subscription_status -> update_subscription_plan, route_task_by_condition -> reset_user_password, update_subscription_plan -> reset_user_password",read_subscription_status;update_subscription_plan;create_support_ticket;route_task_by_condition;reset_user_password,0->1;1->4;2->3;3->4,5,4,1,3,1,edit,True,candidate_corpus.csv,candidate_only
87acea085eb8884b,57a90bb650d25949,"read_subscription_status -> create_support_ticket, read_subscription_status -> route_task_by_condition, read_subscription_status -> update_subscription_plan, route_task_by_condition -> reset_user_password",read_subscription_status;update_subscription_plan;create_support_ticket;route_task_by_condition;reset_user_password,0->1;0->2;0->3;3->4,5,4,1,3,1,edit,True,candidate_corpus.csv,candidate_only
96a7065e56cfd2f8,b933d4484076329a,"read_subscription_status -> create_support_ticket, read_subscription_status -> reset_user_password, read_subscription_status -> route_task_by_condition, read_subscription_status -> update_subscription_plan",read_subscription_status;update_subscription_plan;create_support_ticket;route_task_by_condition;reset_user_password,0->1;0->2;0->3;0->4,5,4,1,3,1,edit,True,candidate_corpus.csv,candidate_only
cb9dfc2292935616,735436a06fd463cb,"create_support_ticket -> route_task_by_condition, read_subscription_status -> update_subscription_plan, reset_user_password -> route_task_by_condition, update_subscription_plan -> create_support_ticket",read_subscription_status;update_subscription_plan;create_support_ticket;route_task_by_condition;reset_user_password,0->1;1->2;2->3;4->3,5,4,1,3,1,edit,True,candidate_corpus.csv,candidate_only
cb1cb453079eea18,5d500b5de14b151c,"check_service_status -> read_database_record, read_database_record -> dispatch_message_to_usergroup, read_user_profile -> reset_user_password, reset_user_password -> check_service_status",read_user_profile;reset_user_password;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;1->2;2->3;3->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
63ec2c0828dd4117,0e257c4241ac2164,"check_service_status -> dispatch_message_to_usergroup, check_service_status -> read_database_record, read_user_profile -> check_service_status, reset_user_password -> check_service_status",read_user_profile;reset_user_password;check_service_status;read_database_record;dispatch_message_to_usergroup,0->2;1->2;2->3;2->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
8bbc963ec149cd79,6ad9051b2e2c50e3,"check_service_status -> read_database_record, read_database_record -> dispatch_message_to_usergroup, read_user_profile -> reset_user_password, reset_user_password -> dispatch_message_to_usergroup",read_user_profile;reset_user_password;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;1->4;2->3;3->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
b7408e45fa86a259,2ba6723a489db2d5,"read_database_record -> dispatch_message_to_usergroup, read_user_profile -> check_service_status, read_user_profile -> read_database_record, read_user_profile -> reset_user_password",read_user_profile;reset_user_password;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;0->2;0->3;3->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
3f00b5f328921fac,a3d825439ab4cc48,"read_user_profile -> check_service_status, read_user_profile -> dispatch_message_to_usergroup, read_user_profile -> read_database_record, read_user_profile -> reset_user_password",read_user_profile;reset_user_password;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;0->2;0->3;0->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
4afe9b6532086003,83af2f7d23c321ea,"check_service_status -> read_database_record, dispatch_message_to_usergroup -> read_database_record, read_user_profile -> reset_user_password, reset_user_password -> check_service_status",read_user_profile;reset_user_password;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;1->2;2->3;4->3,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
05001a5fce06566d,39037d6de7ceda88,"create_support_ticket -> edit_username, edit_username -> write_database_record, reset_user_password -> check_service_status, write_database_record -> reset_user_password",create_support_ticket;edit_username;write_database_record;reset_user_password;check_service_status,0->1;1->2;2->3;3->4,5,4,1,4,0,edit,True,candidate_corpus.csv,candidate_only
4260410b26f8e08a,114f36bb0430cf3e,"create_support_ticket -> write_database_record, edit_username -> write_database_record, write_database_record -> check_service_status, write_database_record -> reset_user_password",create_support_ticket;edit_username;write_database_record;reset_user_password;check_service_status,0->2;1->2;2->3;2->4,5,4,1,4,0,edit,True,candidate_corpus.csv,candidate_only
938f18d3b230c07b,502518a3426c7cd3,"create_support_ticket -> edit_username, edit_username -> check_service_status, reset_user_password -> check_service_status, write_database_record -> reset_user_password",create_support_ticket;edit_username;write_database_record;reset_user_password;check_service_status,0->1;1->4;2->3;3->4,5,4,1,4,0,edit,True,candidate_corpus.csv,candidate_only
3cd0c01c0a114a2c,567d3a0751e598ec,"create_support_ticket -> edit_username, create_support_ticket -> reset_user_password, create_support_ticket -> write_database_record, reset_user_password -> check_service_status",create_support_ticket;edit_username;write_database_record;reset_user_password;check_service_status,0->1;0->2;0->3;3->4,5,4,1,4,0,edit,True,candidate_corpus.csv,candidate_only
76bd11ccc6c156f9,3e07b0853c49b8e0,"create_support_ticket -> check_service_status, create_support_ticket -> edit_username, create_support_ticket -> reset_user_password, create_support_ticket -> write_database_record",create_support_ticket;edit_username;write_database_record;reset_user_password;check_service_status,0->1;0->2;0->3;0->4,5,4,1,4,0,edit,True,candidate_corpus.csv,candidate_only
a4383ce1065a803b,bf99a9a3a6b3dfd7,"check_service_status -> reset_user_password, create_support_ticket -> edit_username, edit_username -> write_database_record, write_database_record -> reset_user_password",create_support_ticket;edit_username;write_database_record;reset_user_password;check_service_status,0->1;1->2;2->3;4->3,5,4,1,4,0,edit,True,candidate_corpus.csv,candidate_only
a955c86d5c7c7983,0381708a8cb8e1c4,"create_support_ticket -> write_database_record, restart_service -> route_task_by_condition, route_task_by_condition -> escalate_case_to_human, write_database_record -> restart_service",create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,0->1;1->2;2->3;3->4,5,4,0,3,2,edit,True,candidate_corpus.csv,candidate_only
fdaee0a2a6274b19,e29cb3db759396ed,"create_support_ticket -> restart_service, restart_service -> escalate_case_to_human, restart_service -> route_task_by_condition, write_database_record -> restart_service",create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,0->2;1->2;2->3;2->4,5,4,0,3,2,edit,True,candidate_corpus.csv,candidate_only
2a3435f711053ad4,2f89fe851c2d1af4,"create_support_ticket -> write_database_record, restart_service -> route_task_by_condition, route_task_by_condition -> escalate_case_to_human, write_database_record -> escalate_case_to_human",create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,0->1;1->4;2->3;3->4,5,4,0,3,2,edit,True,candidate_corpus.csv,candidate_only
03f82b3d5081d3f0,8a006f97b19087b7,"create_support_ticket -> restart_service, create_support_ticket -> route_task_by_condition, create_support_ticket -> write_database_record, route_task_by_condition -> escalate_case_to_human",create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,0->1;0->2;0->3;3->4,5,4,0,3,2,edit,True,candidate_corpus.csv,candidate_only
ed829de37897a8ae,abd3a9723a49ae43,"create_support_ticket -> escalate_case_to_human, create_support_ticket -> restart_service, create_support_ticket -> route_task_by_condition, create_support_ticket -> write_database_record",create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,0->1;0->2;0->3;0->4,5,4,0,3,2,edit,True,candidate_corpus.csv,candidate_only
3dac282a78234b06,5659665f28501d04,"create_support_ticket -> write_database_record, escalate_case_to_human -> route_task_by_condition, restart_service -> route_task_by_condition, write_database_record -> restart_service",create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,0->1;1->2;2->3;4->3,5,4,0,3,2,edit,True,candidate_corpus.csv,candidate_only
ffd7a1a92f23b552,452a1c402caac0b9,"dispatch_message_to_usergroup -> read_user_profile, read_database_record -> read_subscription_status, read_user_profile -> read_database_record, write_database_record -> dispatch_message_to_usergroup",write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,0->1;1->2;2->3;3->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
05d97ae3c92de16a,b92c735d519567b7,"dispatch_message_to_usergroup -> read_user_profile, read_user_profile -> read_database_record, read_user_profile -> read_subscription_status, write_database_record -> read_user_profile",write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,0->2;1->2;2->3;2->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
7bb0f34b479bb480,06fce3cda2df0568,"dispatch_message_to_usergroup -> read_subscription_status, read_database_record -> read_subscription_status, read_user_profile -> read_database_record, write_database_record -> dispatch_message_to_usergroup",write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,0->1;1->4;2->3;3->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
52b04974e355fb0f,abb372ad6f195b5f,"read_database_record -> read_subscription_status, write_database_record -> dispatch_message_to_usergroup, write_database_record -> read_database_record, write_database_record -> read_user_profile",write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,0->1;0->2;0->3;3->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
a713e4a8a177eedc,3714b12dfbd29d5d,"write_database_record -> dispatch_message_to_usergroup, write_database_record -> read_database_record, write_database_record -> read_subscription_status, write_database_record -> read_user_profile",write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,0->1;0->2;0->3;0->4,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
c2fe3d386fc63e96,68f8fcc4c4111bd5,"dispatch_message_to_usergroup -> read_user_profile, read_subscription_status -> read_database_record, read_user_profile -> read_database_record, write_database_record -> dispatch_message_to_usergroup",write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,0->1;1->2;2->3;4->3,5,4,3,1,1,read,True,candidate_corpus.csv,candidate_only
b906fa5e58f576fc,27cd3e2661905fd9,"check_service_status -> edit_username, create_support_ticket -> route_task_by_condition, edit_username -> create_support_ticket, route_task_by_condition -> read_subscription_status",check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,0->1;1->2;2->3;3->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
0ee3639959a8a257,e63b16bb14f874ba,"check_service_status -> create_support_ticket, create_support_ticket -> read_subscription_status, create_support_ticket -> route_task_by_condition, edit_username -> create_support_ticket",check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,0->2;1->2;2->3;2->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
a3a6f272e7c599a8,444d2f93231b6a1b,"check_service_status -> edit_username, create_support_ticket -> route_task_by_condition, edit_username -> read_subscription_status, route_task_by_condition -> read_subscription_status",check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,0->1;1->4;2->3;3->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
c99973563e13ebdb,97252374ea8b03b8,"check_service_status -> create_support_ticket, check_service_status -> edit_username, check_service_status -> route_task_by_condition, route_task_by_condition -> read_subscription_status",check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,0->1;0->2;0->3;3->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
61f92e127f5a60e4,849f03fdf3d0e460,"check_service_status -> create_support_ticket, check_service_status -> edit_username, check_service_status -> read_subscription_status, check_service_status -> route_task_by_condition",check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,0->1;0->2;0->3;0->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
ef246720b30379d6,f37e53645b4421c4,"check_service_status -> edit_username, create_support_ticket -> route_task_by_condition, edit_username -> create_support_ticket, read_subscription_status -> route_task_by_condition",check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,0->1;1->2;2->3;4->3,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
990100a21e602e80,bb81185d2462e678,"restart_service -> update_subscription_plan, scan_system_for_malware -> write_database_record, update_subscription_plan -> scan_system_for_malware, write_database_record -> reset_user_password",restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,0->1;1->2;2->3;3->4,5,4,1,4,0,edit,True,candidate_corpus.csv,candidate_only
b779bdab30e6fb2b,5ad8c255367f58c2,"restart_service -> scan_system_for_malware, scan_system_for_malware -> reset_user_password, scan_system_for_malware -> write_database_record, update_subscription_plan -> scan_system_for_malware",restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,0->2;1->2;2->3;2->4,5,4,1,4,0,edit,True,candidate_corpus.csv,candidate_only
e8a9ed148203922f,3ddc47b07ac158ac,"restart_service -> update_subscription_plan, scan_system_for_malware -> write_database_record, update_subscription_plan -> reset_user_password, write_database_record -> reset_user_password",restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,0->1;1->4;2->3;3->4,5,4,1,4,0,edit,True,candidate_corpus.csv,candidate_only
eb6f97975f535ec6,7191f06f49276149,"restart_service -> scan_system_for_malware, restart_service -> update_subscription_plan, restart_service -> write_database_record, write_database_record -> reset_user_password",restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,0->1;0->2;0->3;3->4,5,4,1,4,0,edit,True,candidate_corpus.csv,candidate_only
14ca7f0eec549b52,b4a45466f088f261,"restart_service -> reset_user_password, restart_service -> scan_system_for_malware, restart_service -> update_subscription_plan, restart_service -> write_database_record",restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,0->1;0->2;0->3;0->4,5,4,1,4,0,edit,True,candidate_corpus.csv,candidate_only
e45fda1e0c229c03,6dd97f3e03f72f3f,"reset_user_password -> write_database_record, restart_service -> update_subscription_plan, scan_system_for_malware -> write_database_record, update_subscription_plan -> scan_system_for_malware",restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,0->1;1->2;2->3;4->3,5,4,1,4,0,edit,True,candidate_corpus.csv,candidate_only
98823e9b56e9b7dc,2916995f138dfe84,"create_support_ticket -> route_task_by_condition, edit_username -> create_support_ticket, reset_user_password -> scan_system_for_malware, scan_system_for_malware -> edit_username",reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,0->1;1->2;2->3;3->4,5,4,1,3,1,edit,True,candidate_corpus.csv,candidate_only
cf5d5a7473074174,58947402bf3b6c61,"edit_username -> create_support_ticket, edit_username -> route_task_by_condition, reset_user_password -> edit_username, scan_system_for_malware -> edit_username",reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,0->2;1->2;2->3;2->4,5,4,1,3,1,edit,True,candidate_corpus.csv,candidate_only
fb1c042f6374c04c,912f30aac74037a5,"create_support_ticket -> route_task_by_condition, edit_username -> create_support_ticket, reset_user_password -> scan_system_for_malware, scan_system_for_malware -> route_task_by_condition",reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,0->1;1->4;2->3;3->4,5,4,1,3,1,edit,True,candidate_corpus.csv,candidate_only
34a0aa880cbc3dfb,0d82de5a8d65da09,"create_support_ticket -> route_task_by_condition, reset_user_password -> create_support_ticket, reset_user_password -> edit_username, reset_user_password -> scan_system_for_malware",reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,0->1;0->2;0->3;3->4,5,4,1,3,1,edit,True,candidate_corpus.csv,candidate_only
63cea380b0436469,e96fb755faa1bcb3,"reset_user_password -> create_support_ticket, reset_user_password -> edit_username, reset_user_password -> route_task_by_condition, reset_user_password -> scan_system_for_malware",reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,0->1;0->2;0->3;0->4,5,4,1,3,1,edit,True,candidate_corpus.csv,candidate_only
1fcb20da2dee48b7,2e9d0a7e4c3262be,"edit_username -> create_support_ticket, reset_user_password -> scan_system_for_malware, route_task_by_condition -> create_support_ticket, scan_system_for_malware -> edit_username",reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,0->1;1->2;2->3;4->3,5,4,1,3,1,edit,True,candidate_corpus.csv,candidate_only
856c6fbb8fd7a11e,e29a6562555cdff1,"create_support_ticket -> write_database_record, route_task_by_condition -> create_support_ticket, scan_system_for_malware -> route_task_by_condition, write_database_record -> read_subscription_status",scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->1;1->2;2->3;3->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
ea666f17a3d05d0f,232a1768160514c1,"create_support_ticket -> read_subscription_status, create_support_ticket -> write_database_record, route_task_by_condition -> create_support_ticket, scan_system_for_malware -> create_support_ticket",scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->2;1->2;2->3;2->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
4d46f37dee536814,74148e7d5892cee4,"create_support_ticket -> write_database_record, route_task_by_condition -> read_subscription_status, scan_system_for_malware -> route_task_by_condition, write_database_record -> read_subscription_status",scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->1;1->4;2->3;3->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
e3e3ec029ae44087,dcee4d0196fb41be,"scan_system_for_malware -> create_support_ticket, scan_system_for_malware -> route_task_by_condition, scan_system_for_malware -> write_database_record, write_database_record -> read_subscription_status",scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->1;0->2;0->3;3->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
07c76fe3a4b13329,1505e707b97025af,"scan_system_for_malware -> create_support_ticket, scan_system_for_malware -> read_subscription_status, scan_system_for_malware -> route_task_by_condition, scan_system_for_malware -> write_database_record",scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->1;0->2;0->3;0->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
e07d378d17226520,c27c47e3f98f3f65,"create_support_ticket -> write_database_record, read_subscription_status -> write_database_record, route_task_by_condition -> create_support_ticket, scan_system_for_malware -> route_task_by_condition",scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->1;1->2;2->3;4->3,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
60a2e460b4aed40e,0c7cfaa1bdc12bf2,"check_service_status -> read_database_record, read_database_record -> dispatch_message_to_usergroup, read_subscription_status -> route_task_by_condition, route_task_by_condition -> check_service_status",read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;1->2;2->3;3->4,5,4,3,0,2,read,True,candidate_corpus.csv,candidate_only
42df7c0cede269cb,805b0f1396a4fecc,"check_service_status -> dispatch_message_to_usergroup, check_service_status -> read_database_record, read_subscription_status -> check_service_status, route_task_by_condition -> check_service_status",read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,0->2;1->2;2->3;2->4,5,4,3,0,2,read,True,candidate_corpus.csv,candidate_only
f9702435d380389d,5dfd2f9e9f15621e,"check_service_status -> read_database_record, read_database_record -> dispatch_message_to_usergroup, read_subscription_status -> route_task_by_condition, route_task_by_condition -> dispatch_message_to_usergroup",read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;1->4;2->3;3->4,5,4,3,0,2,read,True,candidate_corpus.csv,candidate_only
98eefb7e07977f0a,7a97ba807a3a0cbb,"read_database_record -> dispatch_message_to_usergroup, read_subscription_status -> check_service_status, read_subscription_status -> read_database_record, read_subscription_status -> route_task_by_condition",read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;0->2;0->3;3->4,5,4,3,0,2,read,True,candidate_corpus.csv,candidate_only
cd7755cc84ec66e5,1f33bedbf124bf62,"read_subscription_status -> check_service_status, read_subscription_status -> dispatch_message_to_usergroup, read_subscription_status -> read_database_record, read_subscription_status -> route_task_by_condition",read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;0->2;0->3;0->4,5,4,3,0,2,read,True,candidate_corpus.csv,candidate_only
607267b5fbc65e0f,94f6e1d76114869d,"check_service_status -> read_database_record, dispatch_message_to_usergroup -> read_database_record, read_subscription_status -> route_task_by_condition, route_task_by_condition -> check_service_status",read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,0->1;1->2;2->3;4->3,5,4,3,0,2,read,True,candidate_corpus.csv,candidate_only
3ca83b61140267e6,e25a7bca664e4e35,"create_support_ticket -> reset_user_password, read_database_record -> create_support_ticket, reset_user_password -> read_access_logs, scan_system_for_malware -> read_database_record",scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,0->1;1->2;2->3;3->4,5,4,3,2,0,read,True,candidate_corpus.csv,candidate_only
d95bdccbd8b4ded4,396d28205efc36f2,"create_support_ticket -> read_access_logs, create_support_ticket -> reset_user_password, read_database_record -> create_support_ticket, scan_system_for_malware -> create_support_ticket",scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,0->2;1->2;2->3;2->4,5,4,3,2,0,read,True,candidate_corpus.csv,candidate_only
e8a3813bbf9ccd2d,82f34def57fe47e7,"create_support_ticket -> reset_user_password, read_database_record -> read_access_logs, reset_user_password -> read_access_logs, scan_system_for_malware -> read_database_record",scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,0->1;1->4;2->3;3->4,5,4,3,2,0,read,True,candidate_corpus.csv,candidate_only
d039a485d8ac38d8,e5d6184d7dc87cf2,"reset_user_password -> read_access_logs, scan_system_for_malware -> create_support_ticket, scan_system_for_malware -> read_database_record, scan_system_for_malware -> reset_user_password",scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,0->1;0->2;0->3;3->4,5,4,3,2,0,read,True,candidate_corpus.csv,candidate_only
69a5f659fb509cf8,2488156984896b8c,"scan_system_for_malware -> create_support_ticket, scan_system_for_malware -> read_access_logs, scan_system_for_malware -> read_database_record, scan_system_for_malware -> reset_user_password",scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,0->1;0->2;0->3;0->4,5,4,3,2,0,read,True,candidate_corpus.csv,candidate_only
bde563d77343f2a4,f500a9d54923cfdd,"create_support_ticket -> reset_user_password, read_access_logs -> reset_user_password, read_database_record -> create_support_ticket, scan_system_for_malware -> read_database_record",scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,0->1;1->2;2->3;4->3,5,4,3,2,0,read,True,candidate_corpus.csv,candidate_only
edfc3ab06d7ec2b8,8d157ff18861dc13,"check_service_status -> route_task_by_condition, create_support_ticket -> write_database_record, route_task_by_condition -> create_support_ticket, write_database_record -> read_subscription_status",check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->1;1->2;2->3;3->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
571eb46df4312819,8786379e90f530da,"check_service_status -> create_support_ticket, create_support_ticket -> read_subscription_status, create_support_ticket -> write_database_record, route_task_by_condition -> create_support_ticket",check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->2;1->2;2->3;2->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
677f6a31a7a040cf,b892ed61b68ef2a6,"check_service_status -> route_task_by_condition, create_support_ticket -> write_database_record, route_task_by_condition -> read_subscription_status, write_database_record -> read_subscription_status",check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->1;1->4;2->3;3->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
697941f03c57384f,9eb32009e8a67af1,"check_service_status -> create_support_ticket, check_service_status -> route_task_by_condition, check_service_status -> write_database_record, write_database_record -> read_subscription_status",check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,0->1;0->2;0->3;3->4,5,4,2,2,1,mixed,False,candidate_corpus.csv,candidate_only
